datetime,road_type,all_motor_vehicles,hour,day_of_week,month,is_weekend,year,hour_sin,hour_cos,dow_sin,dow_cos,lag_1,lag_2,lag_3,lag_24,rolling_mean_3,rolling_std_3,road_type_encoded
2003-03-24 12:00:00+00:00,Minor,329,12,0,3,0,2003,1.2246467991473532e-16,-1.0,0.0,1.0,320.0,323.0,366.0,150.0,336.3333333333333,25.735837529299893,0
2003-03-24 13:00:00+00:00,Major,1108,13,0,3,0,2003,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1000.0,881.0,813.0,964.0,898.0,94.65199416882875,1
2003-03-24 13:00:00+00:00,Minor,391,13,0,3,0,2003,-0.2588190451025208,-0.9659258262890683,0.0,1.0,329.0,320.0,323.0,137.0,324.0,4.582575695088119,0
2003-03-24 14:00:00+00:00,Major,1030,14,0,3,0,2003,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1108.0,1000.0,881.0,935.0,996.3333333333334,113.5444112823997,1
2003-03-24 14:00:00+00:00,Minor,389,14,0,3,0,2003,-0.4999999999999997,-0.8660254037844388,0.0,1.0,391.0,329.0,320.0,156.0,346.6666666666667,38.65660788706762,0
2003-03-24 15:00:00+00:00,Major,1113,15,0,3,0,2003,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1030.0,1108.0,1000.0,1229.0,1046.0,55.749439460250095,1
2003-03-24 15:00:00+00:00,Minor,463,15,0,3,0,2003,-0.7071067811865471,-0.7071067811865479,0.0,1.0,389.0,391.0,329.0,163.0,369.6666666666667,35.23256069794602,0
2003-03-24 16:00:00+00:00,Minor,518,16,0,3,0,2003,-0.8660254037844385,-0.5000000000000004,0.0,1.0,463.0,389.0,391.0,152.0,414.3333333333333,42.15843134337851,0
2003-03-24 16:00:00+00:00,Major,1399,16,0,3,0,2003,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1113.0,1030.0,1108.0,1481.0,1083.6666666666667,46.543886101876254,1
2003-03-24 17:00:00+00:00,Major,1506,17,0,3,0,2003,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1399.0,1113.0,1030.0,1592.0,1180.6666666666667,193.58288491873935,1
2003-03-24 17:00:00+00:00,Minor,510,17,0,3,0,2003,-0.9659258262890683,-0.25881904510252063,0.0,1.0,518.0,463.0,389.0,184.0,456.6666666666667,64.73278406908105,0
2003-03-24 18:00:00+00:00,Major,786,18,0,3,0,2003,-1.0,-1.8369701987210297e-16,0.0,1.0,1506.0,1399.0,1113.0,1247.0,1339.3333333333333,203.18054368826193,1
2003-03-24 18:00:00+00:00,Minor,393,18,0,3,0,2003,-1.0,-1.8369701987210297e-16,0.0,1.0,510.0,518.0,463.0,94.0,497.0,29.715315916221652,0
2003-03-25 07:00:00+00:00,Major,2346,7,1,3,0,2003,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,786.0,1506.0,1399.0,1861.0,1230.3333333333333,388.5052552198755,1
2003-03-25 08:00:00+00:00,Major,2301,8,1,3,0,2003,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,2346.0,786.0,1506.0,1768.0,1546.0,780.7688518378015,1
2003-03-25 09:00:00+00:00,Major,1847,9,1,3,0,2003,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,2301.0,2346.0,786.0,1734.0,1811.0,887.9611477987715,1
2003-03-25 10:00:00+00:00,Major,1604,10,1,3,0,2003,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1847.0,2301.0,2346.0,1440.0,2164.6666666666665,276.0259649624211,1
2003-03-25 11:00:00+00:00,Major,1598,11,1,3,0,2003,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1604.0,1847.0,2301.0,1726.0,1917.3333333333333,353.78289010838614,1
2003-03-25 12:00:00+00:00,Major,1661,12,1,3,0,2003,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1598.0,1604.0,1847.0,1486.0,1683.0,142.05984654403738,1
2003-03-25 13:00:00+00:00,Major,1830,13,1,3,0,2003,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1661.0,1598.0,1604.0,1716.0,1621.0,34.770677303111924,1
2003-03-25 14:00:00+00:00,Major,1643,14,1,3,0,2003,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1830.0,1661.0,1598.0,1782.0,1696.3333333333333,119.9680513030383,1
2003-03-25 15:00:00+00:00,Major,1897,15,1,3,0,2003,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,1643.0,1830.0,1661.0,1735.0,1711.3333333333333,103.16168539456895,1
2003-03-25 16:00:00+00:00,Major,2042,16,1,3,0,2003,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1897.0,1643.0,1830.0,1903.0,1790.0,131.63965967789701,1
2003-03-25 17:00:00+00:00,Major,1845,17,1,3,0,2003,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,2042.0,1897.0,1643.0,1889.0,1860.6666666666667,201.9661687843881,1
2003-03-25 18:00:00+00:00,Major,1826,18,1,3,0,2003,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1845.0,2042.0,1897.0,2062.0,1928.0,102.09309477192254,1
2003-03-26 07:00:00+00:00,Minor,998,7,2,3,0,2003,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,393.0,510.0,518.0,688.0,473.6666666666667,69.97380462240308,0
2003-03-26 08:00:00+00:00,Minor,1056,8,2,3,0,2003,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,998.0,393.0,510.0,916.0,633.6666666666666,320.8992572963264,0
2003-03-26 09:00:00+00:00,Minor,890,9,2,3,0,2003,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1056.0,998.0,393.0,824.0,815.6666666666666,367.18705496426963,0
2003-03-26 10:00:00+00:00,Minor,666,10,2,3,0,2003,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,890.0,1056.0,998.0,691.0,981.3333333333334,84.24567249024291,0
2003-03-26 11:00:00+00:00,Minor,720,11,2,3,0,2003,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,666.0,890.0,1056.0,703.0,870.6666666666666,195.7174834636228,0
2003-03-26 12:00:00+00:00,Minor,778,12,2,3,0,2003,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,720.0,666.0,890.0,1083.0,758.6666666666666,116.89881664642155,0
2003-03-26 13:00:00+00:00,Minor,750,13,2,3,0,2003,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,778.0,720.0,666.0,732.0,721.3333333333334,56.011903496790346,0
2003-03-26 14:00:00+00:00,Minor,732,14,2,3,0,2003,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,750.0,778.0,720.0,912.0,749.3333333333334,29.005746557082507,0
2003-03-26 15:00:00+00:00,Minor,917,15,2,3,0,2003,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,732.0,750.0,778.0,815.0,753.3333333333334,23.180451534292782,0
2003-03-26 16:00:00+00:00,Minor,973,16,2,3,0,2003,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,917.0,732.0,750.0,924.0,799.6666666666666,102.01143726726728,0
2003-03-26 17:00:00+00:00,Minor,983,17,2,3,0,2003,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,973.0,917.0,732.0,885.0,874.0,126.12295588036359,0
2003-03-26 18:00:00+00:00,Minor,867,18,2,3,0,2003,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,983.0,973.0,917.0,753.0,957.6666666666666,35.571524191877494,0
2003-03-27 07:00:00+00:00,Minor,82,7,3,3,0,2003,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,867.0,983.0,973.0,350.0,941.0,64.28063471995294,0
2003-03-27 08:00:00+00:00,Minor,155,8,3,3,0,2003,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,82.0,867.0,983.0,603.0,644.0,490.1499770478426,0
2003-03-27 09:00:00+00:00,Minor,118,9,3,3,0,2003,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,155.0,82.0,867.0,366.0,368.0,433.68536982471653,0
2003-03-27 10:00:00+00:00,Minor,103,10,3,3,0,2003,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,118.0,155.0,82.0,323.0,118.33333333333333,36.50114153468384,0
2003-03-27 11:00:00+00:00,Minor,116,11,3,3,0,2003,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,103.0,118.0,155.0,320.0,125.33333333333333,26.76440422155904,0
2003-03-27 12:00:00+00:00,Minor,107,12,3,3,0,2003,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,116.0,103.0,118.0,329.0,112.33333333333333,8.144527815351475,0
2003-03-27 13:00:00+00:00,Minor,111,13,3,3,0,2003,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,107.0,116.0,103.0,391.0,108.66666666666667,6.658328118607655,0
2003-03-27 14:00:00+00:00,Minor,121,14,3,3,0,2003,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,111.0,107.0,116.0,389.0,111.33333333333333,4.509249753011678,0
2003-03-27 15:00:00+00:00,Minor,166,15,3,3,0,2003,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,121.0,111.0,107.0,463.0,113.0,7.211102551045792,0
