datetime,all_motor_vehicles,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,lag_1,lag_2,lag_3,lag_24,rolling_mean_3,rolling_std_3
2000-03-30 11:00:00+00:00,118,11,3,3,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,88.0,97.0,155.0,119.0,113.33333333333333,36.36390151441372
2000-03-30 12:00:00+00:00,123,12,3,3,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,118.0,88.0,97.0,124.0,101.0,15.394804318882649
2000-03-30 13:00:00+00:00,103,13,3,3,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,123.0,118.0,88.0,144.0,109.66666666666667,18.92969448644094
2000-03-30 14:00:00+00:00,105,14,3,3,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,103.0,123.0,118.0,118.0,114.66666666666667,10.408329998130156
2000-03-30 15:00:00+00:00,177,15,3,3,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,105.0,103.0,123.0,203.0,110.33333333333333,11.015141095328302
2000-03-30 16:00:00+00:00,214,16,3,3,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,177.0,105.0,103.0,145.0,128.33333333333334,42.158431343563194
2000-03-30 17:00:00+00:00,235,17,3,3,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,214.0,177.0,105.0,182.0,165.33333333333334,55.428632793438176
2000-03-30 18:00:00+00:00,164,18,3,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,235.0,214.0,177.0,147.0,208.66666666666666,29.36551265259416
2000-04-05 07:00:00+00:00,28,7,2,4,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,164.0,235.0,214.0,1054.0,204.33333333333334,36.47373484234486
2000-04-05 08:00:00+00:00,48,8,2,4,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,28.0,164.0,235.0,1261.0,142.33333333333334,105.18713482812375
2000-04-05 09:00:00+00:00,45,9,2,4,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,48.0,28.0,164.0,872.0,80.0,73.43023900285738
2000-04-05 10:00:00+00:00,48,10,2,4,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,45.0,48.0,28.0,644.0,40.333333333333336,10.785793125691798
2000-04-05 11:00:00+00:00,49,11,2,4,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,48.0,45.0,48.0,665.0,47.0,1.7320508124374285
2000-04-05 12:00:00+00:00,33,12,2,4,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,49.0,48.0,45.0,739.0,47.333333333333336,2.08166600351675
2000-04-05 13:00:00+00:00,75,13,2,4,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,33.0,49.0,48.0,739.0,43.333333333333336,8.962886440774009
2000-04-05 14:00:00+00:00,57,14,2,4,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,75.0,33.0,49.0,703.0,52.333333333333336,21.19748412784359
2000-04-05 15:00:00+00:00,47,15,2,4,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,57.0,75.0,33.0,968.0,55.0,21.071307506105047
2000-04-05 16:00:00+00:00,62,16,2,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,47.0,57.0,75.0,1077.0,59.666666666666664,14.189197769788
2000-04-05 17:00:00+00:00,62,17,2,4,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,62.0,47.0,57.0,1048.0,55.333333333333336,7.637626159362021
2000-04-05 18:00:00+00:00,34,18,2,4,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,62.0,62.0,47.0,936.0,57.0,8.660254038816195
